X_ 1,X_ 2,X_ 3,X_ 4,X_ 5,X_ 6,X_ 7,X_ 8,X_ 9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,Y_ 1,Y_ 2,Y_ 3,Y_ 4,Y_ 5,Y_ 6,Y_ 7,Y_ 8,Y_ 9,Y_10,Y_11,Y_12,Y_13,Y_14,Y_15,Y_16,Y_17,Y_18,Y_19,Y_20,Y_21,Y_22,Y_23,Y_24,Y_25,Y_26,Y_27,Y_28,Y_29,Y_30,Y_31,Y_32,Y_33,Y_34,Y_35,Y_36,Y_37,Y_38,Y_39,Y_40,Y_41,Y_42,Y_43,Y_44,Y_45,Y_46,IDEN
-96.463667,-96.066736,-96.010176,-96.0106788179345,-96.02409,-96.154365,-96.239172,-96.2392078784111,-96.4637120767748,-96.463667,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.262173,40.262038,40.261482,40.000704665772,40.000719,40.000495,40.000691,40.0006910427544,40.0009585725545,40.262173,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585
-99.643462,-99.444401,-99.417316,-99.376036,-99.179248,-99.179403,-99.630459,-99.642209,-99.643462,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.684911,40.677892,40.670825,40.664262,40.660541,40.350681,40.35112,40.3512,40.684911,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,587
-97.834431,-97.485298,-97.36759,-97.367724,-97.368404,-97.834536,-97.834431,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.437684,42.438578,42.438775,42.351861,42.090922,42.08975,42.437684,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588
-97.830493,-97.36807,-97.252425,-97.253519,-97.287761,-97.368186,-97.522412,-97.598253,-97.598461,-97.703765,-97.703627,-97.829846,-97.830493,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.742238,41.743207,41.743085,41.384212,41.400638,41.396416,41.361934,41.333119,41.395068,41.394876,41.526796,41.526174,41.742238,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589
-97.828256,-97.658554,-97.604363,-97.598253,-97.522412,-97.368186,-97.368118,-97.826287,-97.828256,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.173439,41.304862,41.313851,41.333119,41.361934,41.396416,41.046947,41.046581,41.173439,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590
-96.010176,-95.5478703162703,-95.54716,-95.472548,-95.48102,-95.432165,-95.394216,-95.414734,-95.382957,-95.348777,-95.30829,-95.3398959708503,-95.784575,-95.7881109948917,-96.0106788179345,-96.010176,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.261482,40.2627834608198,40.259066,40.236078,40.188524,40.141025,40.108263,40.06982,40.027112,40.029297,39.999998,40.0000288571054,40.000463,40.0004667793653,40.000704665772,40.261482,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591
-97.368401,-96.913493,-96.912637,-96.913468,-96.916055,-97.368688,-97.368401,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.698625,40.697948,40.523625,40.369365,40.349727,40.350392,40.698625,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592
-96.905862,-96.568677,-96.47072,-96.421439,-96.327399,-96.339805,-96.319191,-96.349471,-96.463861,-96.463869,-96.908507,-96.905862,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.453389,41.432986,41.393239,41.364165,41.189999,41.082502,41.044998,41.015211,41.016069,41.045083,41.046091,41.453389,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,593
-97.368118,-96.91094,-96.911049,-96.913493,-97.368401,-97.368118,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.046947,41.046116,40.714102,40.697948,40.698625,41.046947,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595
-97.368404,-97.019359,-97.019911,-97.252425,-97.36807,-97.368404,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.090922,42.090577,41.74298,41.743085,41.743207,42.090922,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,598
-97.820816,-97.368688,-97.369199035315,-97.415833,-97.777155,-97.8215008122752,-97.820816,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.350545,40.350392,40.0019393057605,40.002001,40.002167,40.0021868820889,40.350545,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599
-96.444785,-96.134276,-96.1079378717465,-96.111483,-96.118105,-96.09182,-96.080493,-96.005079,-95.9940203930119,-95.982962,-95.922529,-95.9273362423201,-95.945045,-96.329012,-96.434792,-96.444785,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.683633,41.68273,41.6765089897621,41.668548,41.613495,41.561086,41.528199,41.544004,41.5068906409415,41.469778,41.455766,41.3899879374596,41.393095,41.393136,41.494928,41.683633,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600
-97.367724,-97.017789,-97.01773,-96.823077,-96.822497,-96.82367,-97.019359,-97.368404,-97.367724,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.351861,42.351347,42.264453,42.264292,42.264292,42.090411,42.090577,42.090922,42.351861,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601
-97.826287,-97.368118,-97.368401,-97.82478,-97.825723,-97.826287,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.046581,41.046947,40.698625,40.698537,40.698555,41.046581,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602
-76.847264,-76.777404,-76.760598,-76.683751,-76.606214,-76.511899,-76.396794,-76.358393,-76.380009,-76.353669,-76.405565,-76.405971,-76.636394,-76.637513,-76.638009,-76.844279,-76.847264,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.719982,35.857839,35.864887,35.953101,35.978051,35.980726,36.026443,36.020019,35.914666,35.861365,35.782163,35.697579,35.705214,35.705215,35.705217,35.705717,35.719982,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659
-98.467476,-97.961208,-97.706034,-97.706027,-97.681508,-97.682006,-98.033862,-98.439056,-98.439466,-98.467476,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.240453,47.240512,47.239978,46.978558,46.978481,46.629928,46.630727,46.63112,46.979658,47.240453,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,663
-101.496737,-101.125434,-100.431676,-100.182706982328,-100.183034,-100.145494,-100.145858,-100.27666,-100.406388,-100.40678,-101.059624,-101.05966,-101.451275,-101.451152,-101.496737,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.9991448340053,48.999078,48.999398,48.9992302246413,48.718909,48.718875,48.545211,48.544813,48.544657,48.631878,48.632424,48.545337,48.546079,48.720018,48.9991448340053,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664
-97.706034,-97.451512,-96.8360095945419,-96.8265691272283,-96.819078,-96.833504,-96.763973,-96.788803,-96.786845,-96.790523,-96.7897865130498,-96.816308,-97.279948,-97.682006,-97.681508,-97.706027,-97.706034,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.239978,47.239061,47.2379818754871,47.150539,47.081152,47.01011,46.912507,46.777575,46.692805,46.63688,46.6357466727167,46.630185,46.629348,46.629928,46.978481,46.978558,47.239978,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665
-99.297204,-98.556378,-98.525516,-98.525178,-98.500181,-98.500085,-99.265846,-99.297318,-99.297204,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.846811,47.847459,47.846276,47.672497,47.672413,47.587228,47.587618,47.673004,47.846811,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666
-100.66189,-100.081198,-99.915508,-99.916758,-99.878431,-99.8800620948066,-99.880292,-100.152084,-100.294126,-100.499354215384,-100.511793,-100.511949026151,-100.614504,-100.629145,-100.558549,-100.551199,-100.590199,-100.561035,-100.66189,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,46.63445,46.633396,46.632925,46.283171,46.282811,45.9416709158022,45.941672,45.942486,45.943269,45.9436319988143,45.943654,45.9436540704345,46.071796,46.145608,46.249993,46.363494,46.427894,46.587847,46.63445,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,667
-97.903434,-97.1419103871983,-97.1458449594749,-97.146745,-97.105616,-97.068987,-97.037354,-96.996364,-96.928506,-96.8934933013398,-97.472745,-97.882405,-97.882179,-97.903434,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.194897,48.1936276188745,48.1732234829905,48.168556,48.091362,48.026267,47.933279,47.844398,47.744884,47.6721269594437,47.672051,47.672179,48.020803,48.194897,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,668
-98.525609,-98.422659,-98.4221,-98.292184,-97.903434,-97.882179,-97.882405,-97.98481,-98.500181,-98.525178,-98.525516,-98.525555,-98.525609,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.02115,48.021115,48.194824,48.195177,48.194897,48.020803,47.672179,47.6723,47.672413,47.672497,47.846276,47.915056,48.02115,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669
-97.9502050115156,-97.77575,-97.229039,-97.227854,-97.187362,-97.152588,-97.121253,-97.100009,-97.142915,-97.1477235683009,-97.1481034661336,-97.927154,-97.949577,-97.9502050115156,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0005151189384,49.000574,49.000687,48.945864,48.867598,48.772602,48.713593,48.667926,48.583733,48.5438916836506,48.5407440461867,48.543124,48.717693,49.0005151189384,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,670
-99.200306,-98.970975,-98.970392,-98.318098,-98.31867,-98.292112,-98.292184,-98.4221,-98.422659,-98.525609,-98.525555,-98.625384,-98.672086,-98.79456,-98.75061,-98.803893,-98.991253,-99.001038,-99.070351,-99.070443,-99.199911,-99.200306,NaN,,,,,,,,,,,,,,,,,,,,,,,,48.370658,48.370472,48.544232,48.543773,48.369722,48.369695,48.195177,48.194824,48.021115,48.02115,47.915056,47.916399,48.0004,47.951614,47.982456,48.059901,47.99026,48.053294,48.021955,48.107857,48.155309,48.370658,NaN,,,,,,,,,,,,,,,,,,,,,,,,671
-98.033862,-97.682006,-97.279948,-97.280568,-98.006715,-98.034573,-98.033862,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.630727,46.629928,46.629348,46.282321,46.282626,46.282796,46.630727,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,672
-97.279948,-96.816308,-96.7897865130498,-96.7857861825985,-96.744436,-96.709095,-96.647296,-96.60104,-96.59567,-96.554507,-96.572697494194,-96.574264,-96.563672,-97.082093,-97.228291,-97.259632,-97.25934,-97.280568,-97.279948,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,46.629348,46.630185,46.6357466727167,46.6295908492609,46.56596,46.435294,46.358499,46.319554,46.21985,46.083978,46.0218916713577,46.016545,45.935245,45.935842,45.9356565956461,45.997185,46.272786,46.282321,46.629348,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,673
-98.006715,-97.280568,-97.25934,-97.259632,-97.228291,-97.542598,-97.77704,-97.9787778096234,-98.0081017982778,-98.006715,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.282626,46.282321,46.272786,45.997185,45.9356565956461,45.935258,45.935393,45.9359339920987,45.9360126290493,46.282626,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674
-97.98481,-97.882405,-97.472745,-97.474337,-97.451512,-97.706034,-97.961208,-97.986585,-97.98481,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.6723,47.672179,47.672051,47.324776,47.239061,47.239978,47.240512,47.3261,47.6723,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675
-98.318098,-97.927154,-97.1481034661336,-97.149122,-97.139173,-97.137904,-97.129533,-97.1419103871983,-97.903434,-98.292184,-98.292112,-98.31867,-98.318098,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.543773,48.543124,48.5407440461867,48.532305,48.430528,48.344585,48.257815,48.1936276188745,48.194897,48.195177,48.369695,48.369722,48.543773,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676
-102.2336,-102.152545,-102.152164,-102.021655,-102.021428,-101.842141,-101.841969,-101.059802,-101.014138,-100.970497,-100.971325,-101.871862,-101.871537,-101.922123,-101.922237,-101.973399,-101.973322,-102.233892,-102.2336,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,48.72029,48.720294,48.8072,48.807108,48.720283,48.720143,48.459545,48.458448,48.371432,48.022645,47.848703,47.847589,48.023176,48.023173,48.37233,48.372095,48.547133,48.546339,48.72029,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,677
-100.069206,-99.812167,-99.297204,-99.297318,-99.265846,-99.26628,-99.480726,-100.033292,-100.032849,-100.069206,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.847301,47.847257,47.846811,47.673004,47.587618,47.327194,47.327076,47.327192,47.673621,47.847301,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678
-84.397374,-84.340531,-84.109586,-84.109516,-83.880423,-83.880063,-83.880194,-84.107787,-84.222799,-84.396778,-84.397374,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.815941,40.859099,40.860994,40.90473,40.920429,40.819919,40.64469,40.643069,40.685957,40.684926,40.815941,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680
-84.45618,-84.396778,-84.222799,-84.107787,-83.880194,-83.879932,-83.993867,-84.002372,-84.339149,-84.3386,-84.434387,-84.455532,-84.455029,-84.455713,-84.45618,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.684862,40.684926,40.685957,40.643069,40.64469,40.538708,40.535174,40.483115,40.480915,40.379199,40.354534,40.363963,40.451305,40.567888,40.684862,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,683
-84.022919,-84.014763,-83.784196,-83.551338,-83.494498,-83.503714,-83.516155,-84.036069,-84.022919,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.183945,40.273459,40.260046,40.22937,40.225467,40.111468,40.010188,40.040182,40.183945,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687
-84.051039,-84.036069,-83.516155,-83.588041,-83.647169,-83.829495,-83.939583,-84.053736,-84.051039,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.879807,40.040182,40.010188,39.768778,39.773029,39.797851,39.843797,39.850458,39.879807,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688
-84.006782,-83.977005,-83.670196,-83.585523,-83.578194,-83.590878,-83.784793,-83.813873,-83.865679,-83.99312,-84.006782,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.255068,39.569169,39.550254,39.545109,39.524033,39.378736,39.262888,39.223044,39.247333,39.254235,39.255068,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,690
-83.112737,-82.853184,-82.829512,-82.724792,-82.727164,-82.838905,-82.858302,-83.11136,-83.112737,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.993447,40.993661,40.996624,40.995638,40.711203,40.7126,40.705019,40.702915,40.993447,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,693
-84.8101612384745,-84.808706,-84.8049173025784,-84.8041205270149,-84.434631,-84.432575,-84.425902,-84.485367,-84.8114171063805,-84.8101612384745,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0050675438482,40.107216,40.3100959150341,40.3527622302971,40.354259,40.197037,39.919622,39.918491,39.9169136295798,40.0050675438482,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694
-84.8042532576115,-84.341664,-84.228454,-84.228222,-84.341602,-84.341827,-84.457059,-84.457217,-84.8036449822556,-84.8037035726169,-84.804133,-84.8042532576115,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.4260497115499,41.427568,41.42781,41.165862,41.165524,41.209194,41.209434,41.253485,41.2525616835482,41.2712583305706,41.408292,41.4260497115499,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695
-82.824254,-82.802476,-82.799213,-82.810797,-82.782495,-82.493407,-82.462813,-82.472402,-82.396594,-82.374531,-82.490329,-82.496123,-82.617546,-82.620088,-82.731518,-82.842953,-82.824254,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.794996,39.822953,39.859684,39.941162,39.939662,39.926063,39.93038,39.837223,39.833057,39.654959,39.661704,39.602849,39.608605,39.563987,39.554445,39.56148,39.794996,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696
-83.65333,-83.252435,-83.266737,-83.372714,-83.590878,-83.578194,-83.585523,-83.670196,-83.65333,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.716876,39.695438,39.516249,39.377416,39.378736,39.524033,39.545109,39.550254,39.716876,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697
-84.3995487854742,-84.3604190413973,-84.134417,-83.8803902452576,-83.882943,-84.341902,-84.342051,-84.380735,-84.381312,-84.3995487854742,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.7059213574056,41.7069558826335,41.712931,41.7201944966129,41.487543,41.485519,41.514107,41.513942,41.61673,41.7059213574056,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699
-84.092938,-84.053736,-83.939583,-83.829495,-83.647169,-83.65333,-83.670196,-83.977005,-84.114195,-84.092938,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.838345,39.850458,39.843797,39.797851,39.773029,39.716876,39.550254,39.569169,39.577983,39.838345,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702
-83.881149,-83.421054,-83.420319,-83.45785,-83.514728,-83.515883,-83.880063,-83.880423,-83.881149,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.167824,41.16678,40.991889,40.991671,40.905115,40.818134,40.819919,40.920429,41.167824,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,705
-83.880063,-83.515883,-83.495799,-83.440203,-83.419836,-83.415977,-83.418378,-83.520227,-83.859178,-83.879932,-83.880194,-83.880063,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.819919,40.818134,40.701617,40.702303,40.686823,40.525975,40.505232,40.504077,40.530652,40.538708,40.64469,40.819919,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706
-84.341902,-83.882943,-83.883234,-83.881149,-84.228222,-84.228454,-84.341664,-84.341902,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.485519,41.487543,41.414503,41.167824,41.165862,41.42781,41.427568,41.485519,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708
-83.865679,-83.813873,-83.784793,-83.590878,-83.372714,-83.386057,-83.393794,-83.353531,-83.385637,-83.611592,-83.673018,-83.872214,-83.865679,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.247333,39.223044,39.262888,39.378736,39.377416,39.31969,39.268048,39.197585,39.055197,39.01889,39.02043,39.021304,39.247333,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,709
-82.841475,-82.342314,-82.344003,-82.344086,-82.336496,-82.436916,-82.432852,-82.724792,-82.829512,-82.838538,-82.840087,-82.841475,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.290023,41.283554,41.211266,41.202152,41.065761,41.065379,40.992944,40.995638,40.996624,41.216999,41.255337,41.290023,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711
-84.0037,-84.002372,-83.993867,-83.879932,-83.859178,-83.520227,-83.551338,-83.784196,-84.014763,-84.0037,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.312927,40.483115,40.535174,40.538708,40.530652,40.504077,40.22937,40.260046,40.273459,40.312927,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714
-83.647169,-83.588041,-83.516155,-83.503714,-83.206273,-83.210587,-83.255051,-83.243702,-83.252435,-83.65333,-83.647169,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.773029,39.768778,40.010188,40.111468,40.107733,40.065277,40.048614,39.812503,39.695438,39.716876,39.773029,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716
-83.419836,-83.312959,-83.304687,-83.11136,-82.858302,-82.859753,-82.957715,-82.958401,-83.020798,-83.248595,-83.248298,-83.267767,-83.418378,-83.415977,-83.419836,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.686823,40.687141,40.702006,40.702915,40.705019,40.646395,40.635653,40.490664,40.433795,40.443989,40.500997,40.506906,40.505232,40.525975,40.686823,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718
-84.804119,-84.8029313665713,-84.802547,-84.8024138785794,-84.8021190322638,-84.456172,-84.45618,-84.455713,-84.455029,-84.455532,-84.434387,-84.434631,-84.8041205270149,-84.804119,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.352844,40.4653866217198,40.50181,40.5722128806467,40.7281459368726,40.728306,40.684862,40.567888,40.451305,40.363963,40.354534,40.354259,40.3527622302971,40.352844,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721
-84.432575,-84.218658,-84.022919,-84.036069,-84.051039,-84.157223,-84.157671,-84.425902,-84.432575,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.197037,40.200004,40.183945,40.040182,39.879807,39.88563,39.92297,39.919622,40.197037,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722
-84.485367,-84.425902,-84.157671,-84.157223,-84.051039,-84.053736,-84.092938,-84.114195,-84.365232,-84.479213,-84.485367,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.918491,39.919622,39.92297,39.88563,39.879807,39.850458,39.838345,39.577983,39.589493,39.591024,39.918491,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,723
-82.863342,-82.82572,-82.782719,-82.788876,-82.842099,-82.863342,NaN,-83.415919,-83.238355,-83.182375,-83.1638214175228,-83.066593,-83.028072,-82.934369,-82.859531,-82.834101,-82.717878,-82.6905671606649,-82.73044,-82.952224,-83.067459,-83.338196,-83.414626,-83.415919,NaN,,,,,,,,,,,,,,,,,,,,,,41.693693,41.72281,41.694003,41.643047,41.628323,41.693693,NaN,41.618938,41.623246,41.623154,41.624130312974,41.59534,41.555656,41.514353,41.576371,41.587587,41.54193,41.4967057954382,41.479343,41.458239,41.457169,41.457508,41.500228,41.618938,NaN,,,,,,,,,,,,,,,,,,,,,,726
-84.8036449822556,-84.457217,-84.457059,-84.341827,-84.341602,-84.341911,-84.399486,-84.8028596219514,-84.803234,-84.8036449822556,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.2525616835482,41.253485,41.209434,41.209194,41.165524,40.990692,40.990315,40.9893740520086,41.121414,41.2525616835482,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727
-83.252435,-83.243702,-82.824254,-82.842953,-82.731518,-82.740729,-82.998204,-82.98456,-83.266737,-83.252435,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.695438,39.812503,39.794996,39.56148,39.554445,39.46835,39.480061,39.506754,39.516249,39.695438,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728
-84.814129,-84.8141281379328,-84.8114171063805,-84.485367,-84.479213,-84.478927,-84.8157059432555,-84.814129,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.726556,39.7266165116193,39.9169136295798,39.918491,39.591024,39.56879,39.5677216640274,39.726556,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730
-84.399486,-84.341911,-84.341602,-84.228222,-83.881149,-83.880423,-84.109516,-84.109586,-84.340531,-84.398407,-84.399486,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.990315,40.990692,41.165524,41.165862,41.167824,40.920429,40.90473,40.860994,40.859099,40.903265,40.990315,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731
-83.414626,-83.338196,-83.067459,-82.952224,-82.847804,-82.844565,-82.841475,-82.840087,-83.419843,-83.414626,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.500228,41.457508,41.457169,41.458239,41.430516,41.362394,41.290023,41.255337,41.254003,41.500228,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733
-83.421054,-83.419843,-82.840087,-82.838538,-82.829512,-82.853184,-83.112737,-83.420319,-83.421054,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.16678,41.254003,41.255337,41.216999,40.996624,40.993661,40.993447,40.991889,41.16678,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735
-84.434387,-84.3386,-84.339149,-84.002372,-84.0037,-84.014763,-84.022919,-84.218658,-84.432575,-84.434631,-84.434387,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.354534,40.379199,40.480915,40.483115,40.312927,40.273459,40.183945,40.200004,40.197037,40.354259,40.354534,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736
-83.520227,-83.418378,-83.267767,-83.248298,-83.248595,-83.248428,-83.17233,-83.169981,-83.206273,-83.503714,-83.494498,-83.551338,-83.520227,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.504077,40.505232,40.506906,40.500997,40.443989,40.244466,40.244257,40.143087,40.107733,40.111468,40.225467,40.22937,40.504077,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740
-84.8028596219514,-84.399486,-84.398407,-84.340531,-84.397374,-84.396778,-84.45618,-84.456172,-84.8021190322638,-84.802119,-84.8026702061534,-84.8028596219514,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9893740520086,40.990315,40.903265,40.859099,40.815941,40.684926,40.684862,40.728306,40.7281459368726,40.728163,40.922568713921,40.9893740520086,NaN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741
